time;temperature;wind;wind_direction;gust;phenomenon;pressure;humidity;uv_index;moon;moon_direction;day;date;areal;city;prob;fish;features
0;14;4;З;8;['пасмурно'];740;0.91;0;0.12;-1;199;2020-07-17;Московская область;Одинцово;0.52;карп;[(('moon', 2, 12), 0.27, 0.01941394232256301), (('З', 0, 0), 1.0, 0.03152806303886203), (('gust', 0, 0), 8.0, 0.031887968170173656), (('wind', 0, 0), 4.0, 0.07885313517785375)]
3;14;4;З;8;['пасмурно'];740;0.93;0;0.12;-1;199;2020-07-17;Московская область;Одинцово;0.47;карп;[(('moon', 0, 6), 0.19, 0.03043265417031558), (('moon', 0, 12), 0.19, 0.03652734644365701), (('moon', 0, 3), 0.12, 0.04665374053505186), (('moon', 0, 9), 0.19, 0.05209147147808573)]
6;14;3;З;7;['пасмурно'];741;0.91;1;0.12;-1;199;2020-07-17;Московская область;Одинцово;0.52;карп;[(('пасмурно', 0, 0), 1.0, 0.018044871794871794), (('gust', 0, 0), 7.0, 0.036520111323603346), (('З', 0, 0), 1.0, 0.037750285261084246), (('wind', 0, 0), 3.0, 0.07885313517785375)]
9;16;4;З;9;['пасмурно', ' небольшой дождь'];741;0.8;2;0.12;-1;199;2020-07-17;Московская область;Одинцово;0.5;карп;[(('moon', 2, 12), 0.27, 0.019573070428499626), (('gust', 0, 0), 9.0, 0.03216489896839099), (('З', 0, 0), 1.0, 0.037750285261084246), (('wind', 0, 0), 4.0, 0.07885313517785375)]
12;17;4;З;9;['пасмурно', ' небольшой дождь'];743;0.73;3;0.12;-1;199;2020-07-17;Московская область;Одинцово;0.52;карп;[(('moon', 1, 12), 0.19, 0.023895413568883934), (('З', 0, 0), 1.0, 0.03152806303886203), (('gust', 0, 0), 9.0, 0.03216489896839099), (('wind', 0, 0), 4.0, 0.07885313517785375)]
15;19;5;З;10;['малооблачно', ' небольшой дождь'];743;0.67;2;0.12;-1;199;2020-07-17;Московская область;Одинцово;0.53;карп;[(('moon', 2, 12), 0.27, 0.018051471460092144), (('moon', 1, 12), 0.19, 0.03463712996405982), (('З', 0, 0), 1.0, 0.037750285261084246), (('wind', 0, 0), 5.0, 0.07885313517785375)]
18;18;3;З;10;['облачно', ' небольшой дождь'];743;0.69;1;0.12;-1;199;2020-07-17;Московская область;Одинцово;0.5;карп;[(('moon', 2, 12), 0.27, 0.019927928336549022), (('moon', 1, 12), 0.19, 0.023895413568883934), (('З', 0, 0), 1.0, 0.03152806303886203), (('wind', 0, 0), 3.0, 0.07885313517785375)]
21;16;2;З;7;['облачно'];744;0.78;0;0.12;-1;199;2020-07-17;Московская область;Одинцово;0.52;карп;[(('moon', 1, 12), 0.19, 0.022356428209673856), (('gust', 0, 0), 7.0, 0.03216489896839099), (('З', 0, 0), 1.0, 0.037750285261084246), (('wind', 0, 0), 2.0, 0.07885313517785375)]
0;14;2;З;4;['ясно'];744;0.89;0;0.06;-1;200;2020-07-18;Московская область;Одинцово;0.49;карп;[(('moon', 0, 6), 0.12, 0.03228450602216743), (('moon', 0, 12), 0.12, 0.03397458385503559), (('moon', 0, 3), 0.12, 0.037715248471559805), (('moon', 0, 9), 0.12, 0.03787397260269212)]
3;14;2;З;5;['пасмурно'];745;0.89;0;0.06;-1;200;2020-07-18;Московская область;Одинцово;0.48;карп;[(('moon', 0, 6), 0.12, 0.03228450602216743), (('moon', 0, 12), 0.12, 0.04297458385503559), (('moon', 0, 9), 0.12, 0.04618976207637633), (('moon', 0, 3), 0.06, 0.04637596275727408)]
6;15;2;СЗ;5;['малооблачно'];745;0.84;1;0.06;-1;200;2020-07-18;Московская область;Одинцово;0.45;карп;[(('moon', 0, 6), 0.06, 0.03613508073481111), (('moon', 0, 9), 0.12, 0.037926527095670494), (('moon', 0, 12), 0.12, 0.03944211632256805), (('moon', 0, 3), 0.06, 0.04714381990013122)]
9;18;3;СЗ;7;['облачно', ' небольшой дождь'];746;0.7;2;0.06;-1;200;2020-07-18;Московская область;Одинцово;0.44;карп;[(('moon', 0, 6), 0.06, 0.03428322888295926), (('moon', 0, 12), 0.12, 0.04662393450438623), (('moon', 0, 9), 0.06, 0.051011547338585476), (('moon', 0, 3), 0.06, 0.055804534185845515)]
12;18;4;СЗ;9;['облачно', ' небольшой дождь'];746;0.66;3;0.06;-1;200;2020-07-18;Московская область;Одинцово;0.44;карп;[(('moon', 0, 6), 0.06, 0.026362353462083835), (('moon', 0, 12), 0.06, 0.037623934504386225), (('moon', 0, 9), 0.06, 0.04269575786490126), (('moon', 0, 3), 0.06, 0.04833429609060741)]
15;19;4;СЗ;9;['пасмурно', ' небольшой дождь'];746;0.63;2;0.06;-1;200;2020-07-18;Московская область;Одинцово;0.46;карп;[(('moon', 0, 0), 0.06, 0.02588041134645215), (('moon', 0, 12), 0.06, 0.04662393450438623), (('moon', 0, 3), 0.06, 0.04756643894775028), (('moon', 0, 9), 0.06, 0.04906107315523458)]
18;20;3;СЗ;9;['облачно', ' небольшой дождь'];746;0.61;1;0.06;-1;200;2020-07-18;Московская область;Одинцово;0.46;карп;[(('moon', 0, 0), 0.06, 0.02588041134645215), (('moon', 0, 3), 0.06, 0.038905724662036), (('moon', 0, 12), 0.06, 0.03944211632256805), (('moon', 0, 9), 0.06, 0.046411950348217025)]
21;16;2;СЗ;7;['малооблачно'];746;0.85;0;0.06;-1;200;2020-07-18;Московская область;Одинцово;0.48;карп;[(('moon', 0, 0), 0.06, 0.02588041134645215), (('moon', 0, 3), 0.06, 0.030423581804893133), (('moon', 0, 9), 0.06, 0.035976052912319596), (('moon', 0, 12), 0.06, 0.043595542340442925)]
0;13;2;З;3;['ясно'];747;0.93;0;0.02;-1;201;2020-07-19;Московская область;Одинцово;0.48;карп;[(('moon', 0, 0), 0.02, 0.02588041134645215), (('moon', 0, 3), 0.06, 0.030423581804893133), (('moon', 0, 9), 0.06, 0.037617562346281865), (('moon', 0, 12), 0.06, 0.03812800987291046)]
3;13;2;З;4;['ясно'];747;0.93;0;0.02;-1;201;2020-07-19;Московская область;Одинцово;0.49;карп;[(('moon', 0, 0), 0.02, 0.02588041134645215), (('moon', 0, 9), 0.06, 0.033644959606555835), (('moon', 0, 12), 0.06, 0.03812800987291046), (('moon', 0, 3), 0.02, 0.04842358180489313)]
6;14;2;З;4;['малооблачно'];747;0.87;1;0.02;-1;201;2020-07-19;Московская область;Одинцово;0.47;карп;[(('moon', 0, 0), 0.02, 0.02588041134645215), (('moon', 0, 12), 0.06, 0.03812800987291046), (('moon', 0, 9), 0.06, 0.0422171593366503), (('moon', 0, 3), 0.02, 0.04765572466203599)]
9;19;2;СЗ;5;['ясно'];747;0.68;2;0.02;-1;201;2020-07-19;Московская область;Одинцово;0.45;карп;[(('moon', 0, 0), 0.02, 0.022143231859272663), (('moon', 0, 12), 0.06, 0.037623934504386225), (('moon', 0, 3), 0.02, 0.046286677042988375), (('moon', 0, 9), 0.02, 0.046668360604627285)]
12;22;3;СЗ;7;['малооблачно'];747;0.55;4;0.02;-1;201;2020-07-19;Московская область;Одинцово;0.43;карп;[(('moon', 0, 0), 0.02, 0.022143231859272663), (('moon', 0, 12), 0.02, 0.037623934504386225), (('moon', 0, 9), 0.02, 0.042439347608491), (('moon', 0, 3), 0.02, 0.04656445482076615)]
15;23;4;СЗ;8;['облачно'];747;0.46;3;0.02;-1;201;2020-07-19;Московская область;Одинцово;0.43;карп;[(('moon', 0, 0), 0.02, 0.022143231859272663), (('moon', 0, 9), 0.02, 0.03677268094182434), (('moon', 0, 12), 0.02, 0.037623934504386225), (('moon', 0, 3), 0.02, 0.047754931011242334)]
18;22;3;СЗ;8;['малооблачно'];746;0.5;1;0.02;-1;201;2020-07-19;Московская область;Одинцово;0.4;карп;[(('moon', 0, 0), 0.02, 0.02588041134645215), (('moon', 0, 3), 0.02, 0.04046326434457567), (('moon', 0, 12), 0.02, 0.043595542340442925), (('moon', 0, 9), 0.02, 0.046411950348217025)]
21;17;2;СЗ;6;['ясно'];746;0.79;0;0.02;-1;201;2020-07-19;Московская область;Одинцово;0.43;карп;[(('moon', 0, 0), 0.02, 0.02588041134645215), (('moon', 0, 3), 0.02, 0.03287278815409948), (('moon', 0, 9), 0.02, 0.04164271957898626), (('moon', 0, 12), 0.02, 0.043595542340442925)]
0;16;1;З;3;['ясно'];746;0.79;0;0.0;0;202;2020-07-20;Московская область;Одинцово;0.46;карп;[(('moon', 0, 0), 0.0, 0.02588041134645215), (('moon', 0, 3), 0.02, 0.03287278815409948), (('moon', 0, 9), 0.02, 0.037617562346281865), (('moon', 0, 12), 0.02, 0.03812800987291046)]
3;13;2;З;2;['ясно'];746;0.92;0;0.0;0;202;2020-07-20;Московская область;Одинцово;0.51;карп;[(('moon', 1, 15), 0.06, 0.02700397893412382), (('gust', 0, 0), 2.0, 0.03216489896839099), (('З', 0, 0), 1.0, 0.037750285261084246), (('wind', 0, 0), 2.0, 0.06934818468280424)]
6;15;2;З;3;['ясно'];746;0.87;1;0.0;0;202;2020-07-20;Московская область;Одинцово;0.5;карп;[(('moon', 1, 15), 0.06, 0.02589675282689772), (('gust', 0, 0), 3.0, 0.03216489896839099), (('З', 0, 0), 1.0, 0.037750285261084246), (('wind', 0, 0), 2.0, 0.06934818468280424)]
9;21;1;СЗ;4;['ясно'];746;0.6;3;0.0;0;202;2020-07-20;Московская область;Одинцово;0.46;карп;[(('moon', 0, 0), 0.0, 0.022143231859272663), (('moon', 0, 12), 0.02, 0.037623934504386225), (('moon', 0, 9), 0.0, 0.037926527095670494), (('moon', 0, 3), 0.0, 0.04016445482076615)]
12;23;2;СЗ;5;['ясно'];745;0.46;5;0.0;0;202;2020-07-20;Московская область;Одинцово;0.45;карп;[(('moon', 0, 0), 0.0, 0.022143231859272663), (('moon', 0, 12), 0.0, 0.037623934504386225), (('moon', 0, 9), 0.0, 0.037670116839260234), (('moon', 0, 3), 0.0, 0.04016445482076615)]
15;24;2;СЗ;6;['ясно'];744;0.42;4;0.0;0;202;2020-07-20;Московская область;Одинцово;0.46;карп;[(('moon', 0, 0), 0.0, 0.022143231859272663), (('moon', 0, 12), 0.0, 0.03944211632256805), (('moon', 0, 9), 0.0, 0.040745283681550365), (('moon', 0, 3), 0.0, 0.04656445482076615)]
18;21;2;С;5;['ясно'];744;0.53;2;0.0;0;202;2020-07-20;Московская область;Одинцово;0.4;карп;[(('moon', 0, 0), 0.0, 0.02588041134645215), (('moon', 0, 3), 0.0, 0.039272788154099486), (('moon', 0, 9), 0.0, 0.040745283681550365), (('moon', 0, 12), 0.0, 0.043595542340442925)]
21;19;2;С;5;['ясно'];743;0.67;0;0.0;0;202;2020-07-20;Московская область;Одинцово;0.39;карп;[(('moon', 0, 0), 0.0, 0.02588041134645215), (('moon', 0, 3), 0.0, 0.039272788154099486), (('moon', 0, 9), 0.0, 0.04164271957898626), (('moon', 0, 12), 0.0, 0.043595542340442925)]
0;18;2;С;4;['облачно'];743;0.7;0;0.01;1;203;2020-07-21;Московская область;Одинцово;0.41;карп;[(('moon', 0, 0), 0.01, 0.02588041134645215), (('moon', 0, 3), 0.0, 0.039272788154099486), (('moon', 0, 9), 0.0, 0.04164271957898626), (('moon', 0, 12), 0.0, 0.043595542340442925)]
3;17;2;С;3;['пасмурно'];743;0.73;0;0.01;1;203;2020-07-21;Московская область;Одинцово;0.42;карп;[(('moon', 0, 0), 0.01, 0.02588041134645215), (('moon', 0, 3), 0.01, 0.030701359582670913), (('moon', 0, 9), 0.0, 0.037670116839260234), (('moon', 0, 12), 0.0, 0.043595542340442925)]
6;18;1;СЗ;3;['пасмурно'];743;0.73;0;0.01;1;203;2020-07-21;Московская область;Одинцово;0.47;карп;[(('moon', 0, 0), 0.01, 0.02588041134645215), (('moon', 0, 9), 0.0, 0.037670116839260234), (('moon', 0, 3), 0.01, 0.037993026249337584), (('moon', 0, 12), 0.0, 0.03944211632256805)]
9;19;1;З;4;['пасмурно'];743;0.73;1;0.01;1;203;2020-07-21;Московская область;Одинцово;0.53;карп;[(('moon', 1, 15), 0.02, 0.02589675282689772), (('gust', 0, 0), 4.0, 0.02690346670695873), (('З', 0, 0), 1.0, 0.037750285261084246), (('wind', 0, 0), 1.0, 0.06934818468280424)]
12;20;1;З;4;['пасмурно'];743;0.64;2;0.01;1;203;2020-07-21;Московская область;Одинцово;0.55;карп;[(('gust', 0, 0), 4.0, 0.02690346670695873), (('moon', 1, 15), 0.02, 0.02700397893412382), (('З', 0, 0), 1.0, 0.037750285261084246), (('wind', 0, 0), 1.0, 0.06934818468280424)]
15;21;2;СЗ;5;['пасмурно'];742;0.57;1;0.01;1;203;2020-07-21;Московская область;Одинцово;0.48;карп;[(('moon', 0, 0), 0.01, 0.02588041134645215), (('moon', 0, 3), 0.01, 0.037993026249337584), (('moon', 0, 12), 0.01, 0.03944211632256805), (('moon', 0, 9), 0.01, 0.040745283681550365)]
18;20;2;СЗ;5;['малооблачно'];742;0.68;1;0.01;1;203;2020-07-21;Московская область;Одинцово;0.49;карп;[(('moon', 0, 0), 0.01, 0.022143231859272663), (('moon', 0, 3), 0.01, 0.030701359582670913), (('moon', 0, 9), 0.01, 0.040745283681550365), (('moon', 0, 12), 0.01, 0.043595542340442925)]
21;18;2;СЗ;5;['ясно'];742;0.83;0;0.01;1;203;2020-07-21;Московская область;Одинцово;0.47;карп;[(('moon', 0, 0), 0.01, 0.022143231859272663), (('moon', 0, 3), 0.01, 0.039272788154099486), (('moon', 0, 9), 0.01, 0.04164271957898626), (('moon', 0, 12), 0.01, 0.043595542340442925)]
0;16;2;СЗ;4;['ясно'];742;0.9;0;0.04;1;204;2020-07-22;Московская область;Одинцово;0.49;карп;[(('moon', 0, 0), 0.04, 0.02588041134645215), (('moon', 0, 3), 0.01, 0.039272788154099486), (('moon', 0, 9), 0.01, 0.04164271957898626), (('moon', 0, 12), 0.01, 0.041928875673776254)]
3;15;2;СЗ;4;['ясно'];742;0.97;0;0.04;1;204;2020-07-22;Московская область;Одинцово;0.5;карп;[(('moon_direction', 1, 0), 1.0, 0.01341991341991342), (('moon', 1, 15), 0.0, 0.02700397893412382), (('gust', 0, 0), 4.0, 0.037320299123791145), (('wind', 0, 0), 2.0, 0.07916636650098606)]
6;17;2;СЗ;5;['малооблачно', ' гроза'];742;0.89;1;0.04;1;204;2020-07-22;Московская область;Одинцово;0.49;карп;[(('moon', 0, 0), 0.04, 0.02588041134645215), (('moon', 0, 3), 0.04, 0.030701359582670913), (('moon', 0, 9), 0.01, 0.037670116839260234), (('moon', 0, 12), 0.01, 0.041928875673776254)]
9;20;2;СЗ;6;['облачно', ' гроза'];741;0.82;2;0.04;1;204;2020-07-22;Московская область;Одинцово;0.52;карп;[(('gust', 2, 9), 3.0, 0.017797296116735854), (('moon', 1, 15), 0.0, 0.02700397893412382), (('gust', 0, 0), 6.0, 0.0343782141817062), (('wind', 0, 0), 2.0, 0.07916636650098606)]
12;21;3;С;7;['малооблачно', ' дождь', ' гроза'];741;0.76;4;0.04;1;204;2020-07-22;Московская область;Одинцово;0.52;карп;[(('gust', 2, 9), 2.0, 0.017797296116735854), (('moon', 1, 15), 0.0, 0.02700397893412382), (('gust', 0, 0), 7.0, 0.03146154751503953), (('wind', 0, 0), 3.0, 0.07916636650098606)]
15;22;3;С;9;['малооблачно', ' дождь', ' гроза'];741;0.71;3;0.04;1;204;2020-07-22;Московская область;Одинцово;0.5;карп;[(('gust', 2, 9), 3.0, 0.017797296116735854), (('gust', 0, 0), 9.0, 0.02265202370551573), (('moon', 1, 15), 0.01, 0.02700397893412382), (('wind', 0, 0), 3.0, 0.07916636650098606)]
18;20;3;СЗ;9;['малооблачно', ' небольшой дождь', ' гроза'];741;0.81;1;0.04;1;204;2020-07-22;Московская область;Одинцово;0.5;карп;[(('gust', 2, 9), 4.0, 0.017797296116735854), (('gust', 0, 0), 9.0, 0.025568690372182394), (('moon', 1, 15), 0.01, 0.02700397893412382), (('wind', 0, 0), 3.0, 0.07916636650098606)]
21;18;2;СЗ;9;['малооблачно', ' небольшой дождь', ' гроза'];740;0.92;0;0.04;1;204;2020-07-22;Московская область;Одинцово;0.46;карп;[(('moon', 0, 0), 0.04, 0.025647853206917266), (('moon', 0, 3), 0.04, 0.039272788154099486), (('moon', 0, 9), 0.04, 0.04164271957898626), (('moon', 0, 12), 0.04, 0.041928875673776254)]
0;16;2;СЗ;6;['ясно'];740;0.95;0;0.1;1;205;2020-07-23;Московская область;Одинцово;0.43;карп;[(('moon', 0, 0), 0.1, 0.025647853206917266), (('moon', 0, 12), 0.04, 0.032728875673776255), (('moon', 0, 3), 0.04, 0.039272788154099486), (('moon', 0, 9), 0.04, 0.04164271957898626)]
3;14;2;С;5;['ясно'];740;0.97;0;0.1;1;205;2020-07-23;Московская область;Одинцово;0.45;карп;[(('moon', 0, 0), 0.1, 0.025647853206917266), (('moon', 0, 12), 0.04, 0.030910693855594435), (('moon', 0, 9), 0.04, 0.037670116839260234), (('moon', 0, 3), 0.1, 0.039272788154099486)]
6;17;1;СЗ;4;['ясно'];740;0.83;1;0.1;1;205;2020-07-23;Московская область;Одинцово;0.49;карп;[(('moon', 0, 0), 0.1, 0.025647853206917266), (('moon', 0, 12), 0.04, 0.02675726783771956), (('moon', 0, 9), 0.04, 0.037926527095670494), (('moon', 0, 3), 0.1, 0.037993026249337584)]
9;20;1;ЮЗ;4;['малооблачно'];739;0.71;2;0.1;1;205;2020-07-23;Московская область;Одинцово;0.51;карп;[(('moon', 1, 15), 0.01, 0.02589675282689772), (('ЮЗ', 0, 0), 1.0, 0.027827687776141384), (('gust', 0, 0), 4.0, 0.0343782141817062), (('wind', 0, 0), 1.0, 0.06845073561586366)]
12;20;1;ЮЗ;5;['малооблачно', ' дождь', ' гроза'];738;0.76;4;0.1;1;205;2020-07-23;Московская область;Одинцово;0.52;карп;[(('moon', 1, 15), 0.01, 0.02589675282689772), (('ЮЗ', 0, 0), 1.0, 0.027827687776141384), (('gust', 0, 0), 5.0, 0.0343782141817062), (('wind', 0, 0), 1.0, 0.06845073561586366)]
15;20;2;ЮЗ;7;['малооблачно', ' дождь', ' гроза'];738;0.8;3;0.1;1;205;2020-07-23;Московская область;Одинцово;0.53;карп;[(('moon', 1, 15), 0.04, 0.02589675282689772), (('ЮЗ', 0, 0), 1.0, 0.027827687776141384), (('gust', 0, 0), 7.0, 0.0343782141817062), (('wind', 0, 0), 2.0, 0.06845073561586366)]
18;18;3;З;7;['малооблачно', ' дождь', ' гроза'];737;0.86;1;0.1;1;205;2020-07-23;Московская область;Одинцово;0.48;карп;[(('moon', 0, 6), 0.1, 0.027266917519924196), (('moon', 0, 12), 0.1, 0.03397458385503559), (('moon', 0, 3), 0.1, 0.037993026249337584), (('moon', 0, 9), 0.1, 0.04264320337192289)]
21;16;4;З;8;['облачно', ' дождь'];737;0.92;0;0.1;1;205;2020-07-23;Московская область;Одинцово;0.5;карп;[(('moon', 1, 15), 0.04, 0.02589675282689772), (('gust', 0, 0), 8.0, 0.02984555164904367), (('З', 0, 0), 1.0, 0.03474498473103124), (('wind', 0, 0), 4.0, 0.05863255379768184)]
0;14;4;З;8;['малооблачно', ' небольшой дождь'];737;0.91;0;0.18;1;206;2020-07-24;Московская область;Одинцово;0.5;карп;[(('moon', 1, 15), 0.04, 0.02589675282689772), (('gust', 0, 0), 8.0, 0.02984555164904367), (('З', 0, 0), 1.0, 0.03474498473103124), (('wind', 0, 0), 4.0, 0.05863255379768184)]
3;13;4;З;9;['малооблачно', ' небольшой дождь'];737;0.9;0;0.18;1;206;2020-07-24;Московская область;Одинцово;0.54;карп;[(('moon', 1, 15), 0.04, 0.02589675282689772), (('gust', 0, 0), 9.0, 0.03251070579291128), (('З', 0, 0), 1.0, 0.03474498473103124), (('wind', 0, 0), 4.0, 0.05863255379768184)]
