time;temperature;wind;wind_direction;gust;phenomenon;pressure;humidity;uv_index;moon;moon_direction;day;date;areal;city;prob;fish;features
0;14;4;З;8;['пасмурно'];740;0.91;0;0.12;-1;199;2020-07-17;Московская область;Одинцово;0.52;язь;[(('moon', 2, 3), 0.27, 0.014973600351977936), (('З', 0, 0), 1.0, 0.015853371051390855), (('gust', 0, 0), 8.0, 0.0571981196992476), (('wind', 0, 0), 4.0, 0.07357978422679151)]
3;14;4;З;8;['пасмурно'];740;0.93;0;0.12;-1;199;2020-07-17;Московская область;Одинцово;0.47;язь;[(('moon', 0, 3), 0.12, 0.026709478221071076), (('moon', 0, 9), 0.19, 0.03181454506803894), (('moon', 0, 12), 0.19, 0.03943230852087501), (('moon', 0, 6), 0.19, 0.05794265199087939)]
6;14;3;З;7;['пасмурно'];741;0.91;1;0.12;-1;199;2020-07-17;Московская область;Одинцово;0.48;язь;[(('moon', 0, 3), 0.12, 0.026709478221071076), (('moon', 0, 9), 0.19, 0.03487317446038995), (('moon', 0, 12), 0.19, 0.03510994009982238), (('moon', 0, 6), 0.12, 0.0673426519908794)]
9;16;4;З;9;['пасмурно', ' небольшой дождь'];741;0.8;2;0.12;-1;199;2020-07-17;Московская область;Одинцово;0.51;язь;[(('moon', 2, 3), 0.27, 0.0129365633149409), (('moon', 1, 9), 0.19, 0.0174794379356383), (('gust', 0, 0), 9.0, 0.051489351714223926), (('wind', 0, 0), 4.0, 0.07357978422679151)]
12;17;4;З;9;['пасмурно', ' небольшой дождь'];743;0.73;3;0.12;-1;199;2020-07-17;Московская область;Одинцово;0.53;язь;[(('moon', 2, 3), 0.27, 0.0129365633149409), (('moon', 1, 9), 0.19, 0.0174794379356383), (('gust', 0, 0), 9.0, 0.052398442623314834), (('wind', 0, 0), 4.0, 0.07357978422679151)]
15;19;5;З;10;['малооблачно', ' небольшой дождь'];743;0.67;2;0.12;-1;199;2020-07-17;Московская область;Одинцово;0.52;язь;[(('moon', 2, 3), 0.27, 0.014973600351977936), (('moon', 1, 9), 0.19, 0.0174794379356383), (('gust', 0, 0), 10.0, 0.03031185238428557), (('wind', 0, 0), 5.0, 0.07357978422679151)]
18;18;3;З;10;['облачно', ' небольшой дождь'];743;0.69;1;0.12;-1;199;2020-07-17;Московская область;Одинцово;0.54;язь;[(('moon', 2, 3), 0.27, 0.014973600351977936), (('moon', 1, 9), 0.19, 0.0174794379356383), (('gust', 0, 0), 10.0, 0.03178864724627808), (('wind', 0, 0), 3.0, 0.07357978422679151)]
21;16;2;З;7;['облачно'];744;0.78;0;0.12;-1;199;2020-07-17;Московская область;Одинцово;0.53;язь;[(('moon', 2, 3), 0.27, 0.014973600351977936), (('moon', 1, 9), 0.19, 0.0174794379356383), (('gust', 0, 0), 7.0, 0.05060005951821667), (('wind', 0, 0), 2.0, 0.07357978422679151)]
0;14;2;З;4;['ясно'];744;0.89;0;0.06;-1;200;2020-07-18;Московская область;Одинцово;0.52;язь;[(('moon', 1, 9), 0.19, 0.0174794379356383), (('moon', 1, 15), 0.19, 0.020809331170906265), (('gust', 0, 0), 4.0, 0.04887154110542762), (('wind', 0, 0), 2.0, 0.07357978422679151)]
3;14;2;З;5;['пасмурно'];745;0.89;0;0.06;-1;200;2020-07-18;Московская область;Одинцово;0.53;язь;[(('moon', 1, 9), 0.19, 0.0174794379356383), (('moon', 1, 15), 0.19, 0.020809331170906265), (('gust', 0, 0), 5.0, 0.04135957938293958), (('wind', 0, 0), 2.0, 0.06857978422679152)]
6;15;2;СЗ;5;['малооблачно'];745;0.84;1;0.06;-1;200;2020-07-18;Московская область;Одинцово;0.59;язь;[(('moon', 1, 15), 0.19, 0.020809331170906265), (('moon', 1, 6), 0.12, 0.029977968120388533), (('gust', 0, 0), 5.0, 0.04482548847384868), (('wind', 0, 0), 2.0, 0.07902850217550945)]
9;18;3;СЗ;7;['облачно', ' небольшой дождь'];746;0.7;2;0.06;-1;200;2020-07-18;Московская область;Одинцово;0.58;язь;[(('moon', 1, 15), 0.19, 0.019944501991173636), (('moon', 1, 6), 0.12, 0.029977968120388533), (('gust', 0, 0), 7.0, 0.04119524065287149), (('wind', 0, 0), 3.0, 0.08771271270182524)]
12;18;4;СЗ;9;['облачно', ' небольшой дождь'];746;0.66;3;0.06;-1;200;2020-07-18;Московская область;Одинцово;0.58;язь;[(('moon', 1, 15), 0.19, 0.019944501991173636), (('moon', 1, 6), 0.12, 0.029977968120388533), (('gust', 0, 0), 9.0, 0.04094176964940048), (('wind', 0, 0), 4.0, 0.08771271270182524)]
15;19;4;СЗ;9;['пасмурно', ' небольшой дождь'];746;0.63;2;0.06;-1;200;2020-07-18;Московская область;Одинцово;0.6;язь;[(('moon', 1, 15), 0.12, 0.029569512166381377), (('moon', 1, 6), 0.12, 0.029977968120388533), (('gust', 0, 0), 9.0, 0.046225860558491386), (('wind', 0, 0), 4.0, 0.08614463519035152)]
18;20;3;СЗ;9;['облачно', ' небольшой дождь'];746;0.61;1;0.06;-1;200;2020-07-18;Московская область;Одинцово;0.59;язь;[(('moon', 1, 15), 0.12, 0.029569512166381377), (('moon', 1, 6), 0.12, 0.029977968120388533), (('gust', 0, 0), 9.0, 0.04531676964940048), (('wind', 0, 0), 3.0, 0.08614463519035152)]
21;16;2;СЗ;7;['малооблачно'];746;0.85;0;0.06;-1;200;2020-07-18;Московская область;Одинцово;0.58;язь;[(('moon', 1, 15), 0.12, 0.021971395996836635), (('moon', 1, 6), 0.12, 0.029977968120388533), (('gust', 0, 0), 7.0, 0.053737822280979425), (('wind', 0, 0), 2.0, 0.08069591724163357)]
0;13;2;З;3;['ясно'];747;0.93;0;0.02;-1;201;2020-07-19;Московская область;Одинцово;0.55;язь;[(('moon', 1, 6), 0.12, 0.021556915488809586), (('moon', 1, 15), 0.12, 0.029569512166381377), (('gust', 0, 0), 3.0, 0.03921325123661144), (('wind', 0, 0), 2.0, 0.08069591724163357)]
3;13;2;З;4;['ясно'];747;0.93;0;0.02;-1;201;2020-07-19;Московская область;Одинцово;0.56;язь;[(('moon', 1, 6), 0.12, 0.021556915488809586), (('moon', 1, 15), 0.12, 0.029569512166381377), (('gust', 0, 0), 4.0, 0.03921325123661144), (('wind', 0, 0), 2.0, 0.08614463519035152)]
6;14;2;З;4;['малооблачно'];747;0.87;1;0.02;-1;201;2020-07-19;Московская область;Одинцово;0.58;язь;[(('moon', 1, 15), 0.12, 0.029569512166381377), (('moon', 1, 6), 0.06, 0.039977968120388535), (('gust', 0, 0), 4.0, 0.04012234214570235), (('wind', 0, 0), 2.0, 0.08614463519035152)]
9;19;2;СЗ;5;['ясно'];747;0.68;2;0.02;-1;201;2020-07-19;Московская область;Одинцово;0.58;язь;[(('moon', 1, 15), 0.12, 0.029569512166381377), (('moon', 1, 6), 0.06, 0.039977968120388535), (('gust', 0, 0), 5.0, 0.05448343631606714), (('wind', 0, 0), 2.0, 0.08614463519035152)]
12;22;3;СЗ;7;['малооблачно'];747;0.55;4;0.02;-1;201;2020-07-19;Московская область;Одинцово;0.56;язь;[(('moon', 1, 15), 0.12, 0.028704682986648748), (('moon', 1, 6), 0.06, 0.039977968120388535), (('gust', 0, 0), 7.0, 0.04821557917321), (('wind', 0, 0), 3.0, 0.07820345871976328)]
15;23;4;СЗ;8;['облачно'];747;0.46;3;0.02;-1;201;2020-07-19;Московская область;Одинцово;0.57;язь;[(('moon', 1, 15), 0.06, 0.029569512166381377), (('moon', 1, 6), 0.06, 0.039977968120388535), (('gust', 0, 0), 8.0, 0.05448343631606714), (('wind', 0, 0), 4.0, 0.07275474077104534)]
18;22;3;СЗ;8;['малооблачно'];746;0.5;1;0.02;-1;201;2020-07-19;Московская область;Одинцово;0.59;язь;[(('moon', 1, 15), 0.06, 0.029569512166381377), (('moon', 1, 6), 0.06, 0.039977968120388535), (('gust', 0, 0), 8.0, 0.05448343631606714), (('wind', 0, 0), 3.0, 0.07275474077104534)]
21;17;2;СЗ;6;['ясно'];746;0.79;0;0.02;-1;201;2020-07-19;Московская область;Одинцово;0.54;язь;[(('moon', 1, 15), 0.06, 0.021971395996836635), (('moon', 1, 6), 0.06, 0.03155691548880959), (('gust', 0, 0), 6.0, 0.05448343631606714), (('wind', 0, 0), 2.0, 0.06775474077104533)]
0;16;1;З;3;['ясно'];746;0.79;0;0.0;0;202;2020-07-20;Московская область;Одинцово;0.54;язь;[(('moon', 1, 15), 0.06, 0.021971395996836635), (('moon', 1, 6), 0.06, 0.03155691548880959), (('gust', 0, 0), 3.0, 0.0483799179032781), (('wind', 0, 0), 1.0, 0.07320345871976328)]
3;13;2;З;2;['ясно'];746;0.92;0;0.0;0;202;2020-07-20;Московская область;Одинцово;0.53;язь;[(('moon', 1, 15), 0.06, 0.021971395996836635), (('moon', 1, 6), 0.06, 0.02201845395034804), (('gust', 0, 0), 2.0, 0.0483799179032781), (('wind', 0, 0), 2.0, 0.07320345871976328)]
6;15;2;З;3;['ясно'];746;0.87;1;0.0;0;202;2020-07-20;Московская область;Одинцово;0.57;язь;[(('moon', 1, 15), 0.06, 0.029569512166381377), (('moon', 1, 6), 0.02, 0.03155691548880959), (('gust', 0, 0), 3.0, 0.0483799179032781), (('wind', 0, 0), 2.0, 0.07320345871976328)]
9;21;1;СЗ;4;['ясно'];746;0.6;3;0.0;0;202;2020-07-20;Московская область;Одинцово;0.58;язь;[(('moon', 1, 15), 0.06, 0.020095827955855065), (('moon', 1, 6), 0.02, 0.039977968120388535), (('gust', 0, 0), 4.0, 0.05448343631606714), (('wind', 0, 0), 1.0, 0.07820345871976328)]
12;23;2;СЗ;5;['ясно'];745;0.46;5;0.0;0;202;2020-07-20;Московская область;Одинцово;0.57;язь;[(('moon', 1, 15), 0.06, 0.020095827955855065), (('moon', 1, 6), 0.02, 0.039977968120388535), (('gust', 0, 0), 5.0, 0.05448343631606714), (('wind', 0, 0), 2.0, 0.07275474077104534)]
15;24;2;СЗ;6;['ясно'];744;0.42;4;0.0;0;202;2020-07-20;Московская область;Одинцово;0.57;язь;[(('moon', 1, 15), 0.02, 0.020095827955855065), (('moon', 1, 6), 0.02, 0.039977968120388535), (('gust', 0, 0), 6.0, 0.05448343631606714), (('wind', 0, 0), 2.0, 0.07275474077104534)]
18;21;2;С;5;['ясно'];744;0.53;2;0.0;0;202;2020-07-20;Московская область;Одинцово;0.56;язь;[(('moon', 1, 15), 0.02, 0.029569512166381377), (('moon', 1, 6), 0.02, 0.039977968120388535), (('gust', 0, 0), 5.0, 0.052754917903278103), (('wind', 0, 0), 2.0, 0.07275474077104534)]
21;19;2;С;5;['ясно'];743;0.67;0;0.0;0;202;2020-07-20;Московская область;Одинцово;0.52;язь;[(('moon', 1, 15), 0.02, 0.021971395996836635), (('moon', 1, 6), 0.02, 0.03155691548880959), (('gust', 0, 0), 5.0, 0.052754917903278103), (('wind', 0, 0), 2.0, 0.06775474077104533)]
0;18;2;С;4;['облачно'];743;0.7;0;0.01;1;203;2020-07-21;Московская область;Одинцово;0.54;язь;[(('moon', 1, 15), 0.02, 0.021971395996836635), (('moon', 1, 6), 0.02, 0.03155691548880959), (('gust', 0, 0), 4.0, 0.052754917903278103), (('wind', 0, 0), 2.0, 0.06775474077104533)]
3;17;2;С;3;['пасмурно'];743;0.73;0;0.01;1;203;2020-07-21;Московская область;Одинцово;0.53;язь;[(('moon', 1, 15), 0.02, 0.021971395996836635), (('moon', 1, 6), 0.02, 0.02201845395034804), (('gust', 0, 0), 3.0, 0.052754917903278103), (('wind', 0, 0), 2.0, 0.07320345871976328)]
6;18;1;СЗ;3;['пасмурно'];743;0.73;0;0.01;1;203;2020-07-21;Московская область;Одинцово;0.56;язь;[(('moon', 1, 15), 0.02, 0.021971395996836635), (('moon', 1, 6), 0.0, 0.02201845395034804), (('gust', 0, 0), 3.0, 0.052754917903278103), (('wind', 0, 0), 1.0, 0.07320345871976328)]
9;19;1;З;4;['пасмурно'];743;0.73;1;0.01;1;203;2020-07-21;Московская область;Одинцово;0.57;язь;[(('moon', 1, 15), 0.02, 0.020095827955855065), (('moon', 1, 6), 0.0, 0.03043950658192699), (('gust', 0, 0), 4.0, 0.0483799179032781), (('wind', 0, 0), 1.0, 0.07320345871976328)]
12;20;1;З;4;['пасмурно'];743;0.64;2;0.01;1;203;2020-07-21;Московская область;Одинцово;0.57;язь;[(('moon', 1, 15), 0.02, 0.020095827955855065), (('moon', 1, 6), 0.0, 0.039977968120388535), (('gust', 0, 0), 4.0, 0.050108436316067144), (('wind', 0, 0), 1.0, 0.07275474077104534)]
15;21;2;СЗ;5;['пасмурно'];742;0.57;1;0.01;1;203;2020-07-21;Московская область;Одинцово;0.57;язь;[(('moon', 1, 15), 0.0, 0.020095827955855065), (('moon', 1, 6), 0.0, 0.039977968120388535), (('gust', 0, 0), 5.0, 0.05448343631606714), (('wind', 0, 0), 2.0, 0.07275474077104534)]
18;20;2;СЗ;5;['малооблачно'];742;0.68;1;0.01;1;203;2020-07-21;Московская область;Одинцово;0.56;язь;[(('moon', 1, 15), 0.0, 0.020095827955855065), (('moon', 1, 6), 0.0, 0.039977968120388535), (('gust', 0, 0), 5.0, 0.05448343631606714), (('wind', 0, 0), 2.0, 0.07275474077104534)]
21;18;2;СЗ;5;['ясно'];742;0.83;0;0.01;1;203;2020-07-21;Московская область;Одинцово;0.53;язь;[(('moon', 1, 15), 0.0, 0.021971395996836635), (('moon', 1, 6), 0.0, 0.03155691548880959), (('gust', 0, 0), 5.0, 0.05448343631606714), (('wind', 0, 0), 2.0, 0.06775474077104533)]
0;16;2;СЗ;4;['ясно'];742;0.9;0;0.04;1;204;2020-07-22;Московская область;Одинцово;0.56;язь;[(('moon', 1, 9), 0.0, 0.016387889031279357), (('moon', 1, 6), 0.0, 0.024890248822142916), (('gust', 0, 0), 4.0, 0.052754917903278103), (('wind', 0, 0), 2.0, 0.06775474077104533)]
3;15;2;СЗ;4;['ясно'];742;0.97;0;0.04;1;204;2020-07-22;Московская область;Одинцово;0.57;язь;[(('moon', 1, 9), 0.0, 0.016387889031279357), (('moon', 1, 6), 0.0, 0.03155691548880959), (('gust', 0, 0), 4.0, 0.052754917903278103), (('wind', 0, 0), 2.0, 0.06775474077104533)]
6;17;2;СЗ;5;['малооблачно', ' гроза'];742;0.89;1;0.04;1;204;2020-07-22;Московская область;Одинцово;0.56;язь;[(('gust', 1, 3), 3.0, 0.018524374176548092), (('moon', 1, 6), 0.01, 0.02201845395034804), (('gust', 0, 0), 5.0, 0.052754917903278103), (('wind', 0, 0), 2.0, 0.06775474077104533)]
9;20;2;СЗ;6;['облачно', ' гроза'];741;0.82;2;0.04;1;204;2020-07-22;Московская область;Одинцово;0.56;язь;[(('gust', 1, 3), 3.0, 0.018524374176548092), (('moon', 1, 6), 0.01, 0.03043950658192699), (('gust', 0, 0), 6.0, 0.05448343631606714), (('wind', 0, 0), 2.0, 0.06775474077104533)]
12;21;3;С;7;['малооблачно', ' дождь', ' гроза'];741;0.76;4;0.04;1;204;2020-07-22;Московская область;Одинцово;0.57;язь;[(('moon', 1, 9), 0.01, 0.016387889031279357), (('moon', 1, 6), 0.01, 0.039977968120388535), (('gust', 0, 0), 7.0, 0.052754917903278103), (('wind', 0, 0), 3.0, 0.07569591724163356)]
15;22;3;С;9;['малооблачно', ' дождь', ' гроза'];741;0.71;3;0.04;1;204;2020-07-22;Московская область;Одинцово;0.58;язь;[(('moon', 1, 9), 0.01, 0.016387889031279357), (('moon', 1, 6), 0.01, 0.039977968120388535), (('gust', 0, 0), 9.0, 0.052754917903278103), (('wind', 0, 0), 3.0, 0.07569591724163356)]
18;20;3;СЗ;9;['малооблачно', ' небольшой дождь', ' гроза'];741;0.81;1;0.04;1;204;2020-07-22;Московская область;Одинцово;0.58;язь;[(('moon', 1, 9), 0.01, 0.016387889031279357), (('moon', 1, 6), 0.01, 0.039977968120388535), (('gust', 0, 0), 9.0, 0.05448343631606714), (('wind', 0, 0), 3.0, 0.07569591724163356)]
21;18;2;СЗ;9;['малооблачно', ' небольшой дождь', ' гроза'];740;0.92;0;0.04;1;204;2020-07-22;Московская область;Одинцово;0.53;язь;[(('moon', 1, 9), 0.01, 0.016387889031279357), (('moon', 1, 6), 0.01, 0.03155691548880959), (('gust', 0, 0), 9.0, 0.05448343631606714), (('wind', 0, 0), 2.0, 0.07569591724163356)]
0;16;2;СЗ;6;['ясно'];740;0.95;0;0.1;1;205;2020-07-23;Московская область;Одинцово;0.54;язь;[(('moon', 1, 9), 0.01, 0.016387889031279357), (('moon', 1, 6), 0.01, 0.024890248822142916), (('gust', 0, 0), 6.0, 0.052754917903278103), (('wind', 0, 0), 2.0, 0.07569591724163356)]
3;14;2;С;5;['ясно'];740;0.97;0;0.1;1;205;2020-07-23;Московская область;Одинцово;0.5;язь;[(('moon', 1, 9), 0.01, 0.016387889031279357), (('moon', 1, 6), 0.01, 0.024890248822142916), (('gust', 0, 0), 5.0, 0.052754917903278103), (('wind', 0, 0), 2.0, 0.07569591724163356)]
6;17;1;СЗ;4;['ясно'];740;0.83;1;0.1;1;205;2020-07-23;Московская область;Одинцово;0.54;язь;[(('moon', 1, 9), 0.01, 0.016387889031279357), (('moon', 1, 6), 0.04, 0.03155691548880959), (('gust', 0, 0), 4.0, 0.052754917903278103), (('wind', 0, 0), 1.0, 0.07569591724163356)]
9;20;1;ЮЗ;4;['малооблачно'];739;0.71;2;0.1;1;205;2020-07-23;Московская область;Одинцово;0.57;язь;[(('ЮЗ', 0, 0), 1.0, 0.0353468019785093), (('moon', 1, 6), 0.04, 0.039977968120388535), (('gust', 0, 0), 4.0, 0.05448343631606714), (('wind', 0, 0), 1.0, 0.0682382901229895)]
12;20;1;ЮЗ;5;['малооблачно', ' дождь', ' гроза'];738;0.76;4;0.1;1;205;2020-07-23;Московская область;Одинцово;0.56;язь;[(('ЮЗ', 0, 0), 1.0, 0.0353468019785093), (('moon', 1, 6), 0.04, 0.039977968120388535), (('gust', 0, 0), 5.0, 0.05448343631606714), (('wind', 0, 0), 1.0, 0.0682382901229895)]
15;20;2;ЮЗ;7;['малооблачно', ' дождь', ' гроза'];738;0.8;3;0.1;1;205;2020-07-23;Московская область;Одинцово;0.58;язь;[(('ЮЗ', 0, 0), 1.0, 0.037583644083772454), (('moon', 1, 6), 0.04, 0.039977968120388535), (('gust', 0, 0), 7.0, 0.05448343631606714), (('wind', 0, 0), 2.0, 0.0682382901229895)]
18;18;3;З;7;['малооблачно', ' дождь', ' гроза'];737;0.86;1;0.1;1;205;2020-07-23;Московская область;Одинцово;0.56;язь;[(('moon', 1, 9), 0.04, 0.016387889031279357), (('moon', 1, 6), 0.04, 0.039977968120388535), (('gust', 0, 0), 7.0, 0.050108436316067144), (('wind', 0, 0), 3.0, 0.07569591724163356)]
21;16;4;З;8;['облачно', ' дождь'];737;0.92;0;0.1;1;205;2020-07-23;Московская область;Одинцово;0.52;язь;[(('moon', 1, 9), 0.04, 0.016387889031279357), (('moon', 1, 6), 0.04, 0.03155691548880959), (('gust', 0, 0), 8.0, 0.050108436316067144), (('wind', 0, 0), 4.0, 0.07569591724163356)]
0;14;4;З;8;['малооблачно', ' небольшой дождь'];737;0.91;0;0.18;1;206;2020-07-24;Московская область;Одинцово;0.52;язь;[(('moon', 1, 9), 0.04, 0.016387889031279357), (('moon', 1, 6), 0.04, 0.03155691548880959), (('gust', 0, 0), 8.0, 0.0483799179032781), (('wind', 0, 0), 4.0, 0.07569591724163356)]
3;13;4;З;9;['малооблачно', ' небольшой дождь'];737;0.9;0;0.18;1;206;2020-07-24;Московская область;Одинцово;0.54;язь;[(('moon', 1, 9), 0.04, 0.016387889031279357), (('moon', 1, 6), 0.04, 0.03155691548880959), (('gust', 0, 0), 9.0, 0.0483799179032781), (('wind', 0, 0), 4.0, 0.08382091724163356)]
6;14;5;З;11;['облачно'];737;0.85;0;0.18;1;206;2020-07-24;Московская область;Одинцово;0.55;язь;[(('moon', 1, 15), 0.04, 0.017226726292222442), (('moon', 1, 9), 0.04, 0.025687889031279356), (('moon', 1, 6), 0.1, 0.03155691548880959), (('wind', 0, 0), 5.0, 0.08342091724163357)]
9;15;5;З;13;['пасмурно'];737;0.8;1;0.18;1;206;2020-07-24;Московская область;Одинцово;0.58;язь;[(('moon', 1, 15), 0.04, 0.024824842461767187), (('moon', 1, 9), 0.1, 0.025687889031279356), (('moon', 1, 6), 0.1, 0.039977968120388535), (('wind', 0, 0), 5.0, 0.08342091724163357)]
12;16;6;З;14;['пасмурно', ' небольшой дождь'];737;0.76;2;0.18;1;206;2020-07-24;Московская область;Одинцово;0.54;язь;[(('З', 0, 0), 1.0, 0.02413032581453634), (('moon', 1, 15), 0.04, 0.024824842461767187), (('moon', 1, 9), 0.1, 0.03514734849073881), (('moon', 1, 6), 0.1, 0.05394165183949021)]
15;17;7;З;15;['пасмурно', ' небольшой дождь'];737;0.72;1;0.18;1;206;2020-07-24;Московская область;Одинцово;0.54;язь;[(('З', 0, 0), 1.0, 0.02413032581453634), (('moon', 1, 15), 0.1, 0.024824842461767187), (('moon', 1, 9), 0.1, 0.032366599827637205), (('moon', 1, 6), 0.1, 0.05394165183949021)]
18;15;1;В;9;['пасмурно', ' небольшой дождь'];738;0.64;0;0.18;1;206;2020-07-24;Московская область;Одинцово;0.57;язь;[(('moon', 1, 15), 0.1, 0.02007630445007128), (('moon', 1, 6), 0.1, 0.039977968120388535), (('gust', 0, 0), 9.0, 0.05086206076042096), (('wind', 0, 0), 1.0, 0.08882091724163356)]
21;13;2;С;8;['пасмурно', ' небольшой дождь'];740;0.82;0;0.18;1;206;2020-07-24;Московская область;Одинцово;0.57;язь;[(('moon', 1, 15), 0.1, 0.02007630445007128), (('moon', 1, 6), 0.1, 0.03155691548880959), (('gust', 0, 0), 8.0, 0.052754917903278103), (('wind', 0, 0), 2.0, 0.08382091724163356)]
0;17;7;СВ;0;['пасмурно', ' дождь'];731;0.94;0;0.27;-1;197;2020-07-15;Московская область;Одинцово;0.44;карп;[(('sub_pressure', 0, 3), 0.0, 0.018518945726066216), (('wind', 0, 0), 7.0, 0.02942368395499147), (('moon', 2, 18), 0.12, 0.0296884811142961), (('СВ', 0, 0), 1.0, 0.05390506123801542)]
3;18;2;В;0;['пасмурно', ' дождь', ' дымка'];731;0.94;0;0.27;-1;197;2020-07-15;Московская область;Одинцово;0.59;карп;[(('moon_direction', 2, 0), -1.0, 0.01994578134284017), (('moon', 1, 12), 0.19, 0.022143715742675787), (('gust', 0, 0), 0.0, 0.04593496333873429), (('wind', 0, 0), 2.0, 0.09257896490368347)]
6;18;3;ЮВ;0;['пасмурно', ' небольшой дождь'];731;0.94;1;0.27;-1;197;2020-07-15;Московская область;Одинцово;0.65;карп;[(('moon', 0, 6), 0.27, 0.019128523091092812), (('moon', 0, 9), 0.27, 0.020750479940733934), (('gust', 0, 0), 0.0, 0.04593496333873429), (('wind', 0, 0), 3.0, 0.09257896490368347)]
9;18;4;ЮВ;0;['пасмурно', ' небольшой дождь'];732;0.83;2;0.27;-1;197;2020-07-15;Московская область;Одинцово;0.72;карп;[(('moon', 1, 12), 0.19, 0.017494661188815926), (('moon', 0, 9), 0.27, 0.01965569382882453), (('gust', 0, 0), 0.0, 0.056174345578116534), (('wind', 0, 0), 4.0, 0.09672037904509762)]
12;18;8;В;0;['пасмурно', ' дождь'];732;0.77;3;0.27;-1;197;2020-07-15;Московская область;Одинцово;0.43;карп;[(('moon', 1, 12), 0.27, 0.022347225501752176), (('moon', 2, 18), 0.12, 0.0296884811142961), (('wind', 0, 0), 8.0, 0.03189096546575125), (('В', 0, 0), 1.0, 0.058478663815368086)]
15;17;4;ЮВ;16;['пасмурно', ' небольшой дождь'];734;0.88;2;0.27;-1;197;2020-07-15;Московская область;Одинцово;0.6;карп;[(('moon', 0, 0), 0.27, 0.0201940971120713), (('moon', 0, 3), 0.27, 0.02218319859348214), (('moon', 0, 9), 0.27, 0.025080363327536898), (('wind', 0, 0), 4.0, 0.08738704571176427)]
18;16;5;ЮВ;12;['пасмурно', ' дождь'];734;0.79;1;0.27;-1;197;2020-07-15;Московская область;Одинцово;0.6;карп;[(('moon', 0, 0), 0.27, 0.0201940971120713), (('moon', 0, 3), 0.27, 0.02038191877050132), (('moon', 0, 9), 0.27, 0.02362074297436523), (('wind', 0, 0), 5.0, 0.0867203790450976)]
21;15;4;В;10;['пасмурно', ' небольшой дождь'];734;0.87;0;0.27;-1;197;2020-07-15;Московская область;Одинцово;0.53;карп;[(('moon', 2, 12), 0.19, 0.018155201063821753), (('moon', 0, 9), 0.27, 0.022215131715659055), (('moon', 0, 0), 0.27, 0.024423079877939315), (('wind', 0, 0), 4.0, 0.08738704571176427)]
0;14;4;В;9;['пасмурно', ' дождь'];733;0.91;0;0.19;-1;198;2020-07-16;Московская область;Одинцово;0.54;карп;[(('пасмурно', 0, 0), 1.0, 0.018044871794871794), (('moon', 0, 6), 0.27, 0.019102549065118792), (('gust', 0, 0), 9.0, 0.03732001316128411), (('wind', 0, 0), 4.0, 0.09257896490368347)]
3;13;2;С;9;['пасмурно', ' дождь'];733;0.96;0;0.19;-1;198;2020-07-16;Московская область;Одинцово;0.58;карп;[(('moon', 0, 6), 0.27, 0.02057950348324968), (('moon', 0, 9), 0.27, 0.020991163914294623), (('gust', 0, 0), 9.0, 0.03306857015984111), (('wind', 0, 0), 2.0, 0.09672037904509762)]
6;13;3;З;8;['пасмурно', ' дождь'];734;0.96;0;0.19;-1;198;2020-07-16;Московская область;Одинцово;0.59;карп;[(('moon', 0, 9), 0.27, 0.018802728913989316), (('З', 0, 0), 1.0, 0.037750285261084246), (('gust', 0, 0), 8.0, 0.04575751316128412), (('wind', 0, 0), 3.0, 0.08353134585606442)]
9;15;3;З;8;['пасмурно', ' дождь'];735;0.9;1;0.19;-1;198;2020-07-16;Московская область;Одинцово;0.57;карп;[(('пасмурно', 0, 0), 1.0, 0.018044871794871794), (('З', 0, 0), 1.0, 0.037750285261084246), (('gust', 0, 0), 8.0, 0.0421273504095559), (('wind', 0, 0), 3.0, 0.0793899317146503)]
12;16;4;З;10;['пасмурно', ' дождь', ' гроза'];737;0.89;2;0.19;-1;198;2020-07-16;Московская область;Одинцово;0.49;карп;[(('moon', 1, 12), 0.27, 0.02219172362518826), (('moon', 0, 6), 0.19, 0.02506228379994521), (('moon', 0, 12), 0.19, 0.03652734644365701), (('moon', 0, 9), 0.19, 0.04587133389209448)]
15;17;5;З;11;['пасмурно', ' дождь', ' гроза'];738;0.86;1;0.19;-1;198;2020-07-16;Московская область;Одинцово;0.49;карп;[(('moon', 1, 12), 0.27, 0.02219172362518826), (('moon', 0, 6), 0.19, 0.02506228379994521), (('moon', 0, 12), 0.19, 0.03652734644365701), (('moon', 0, 9), 0.19, 0.04436492363568423)]
18;15;5;З;13;['пасмурно', ' дождь'];739;0.88;1;0.19;-1;198;2020-07-16;Московская область;Одинцово;0.5;карп;[(('пасмурно', 0, 0), 1.0, 0.018044871794871794), (('moon', 2, 12), 0.27, 0.019927928336549022), (('З', 0, 0), 1.0, 0.03152806303886203), (('wind', 0, 0), 5.0, 0.07885313517785375)]
21;15;4;З;10;['облачно', ' небольшой дождь'];740;0.89;0;0.19;-1;198;2020-07-16;Московская область;Одинцово;0.5;карп;[(('В', 0, 0), 0.0, 0.017314688320429112), (('moon', 2, 12), 0.27, 0.019927928336549022), (('З', 0, 0), 1.0, 0.03152806303886203), (('wind', 0, 0), 4.0, 0.07885313517785375)]
